"Step","Total Residents","At Home","School","Water","Religion","restaurant","Health Center","Socialize","Work","Business"
"6844","40084","40084","0","0","0","0","0","0","0","0"
"6845","40082","40084","0","0","0","0","0","0","0","0"
"6846","40079","33773","0","782","375","284","1148","2659","415","646"
"6847","40078","23577","0","2091","937","796","2914","7040","1046","1677"
"6848","40076","20985","0","2378","983","931","3316","8192","1229","2064"
"6849","40075","9205","0","3507","1326","1662","5276","13538","2008","3554"
"6850","40074","8017","0","3477","1422","1727","5583","13903","2122","3824"
"6851","40071","9139","0","3179","1448","1680","5533","13182","2092","3821"
"6852","40070","10476","0","2622","1309","1465","4938","13454","2139","3667"
"6853","40069","12921","0","2019","1308","1356","4872","12565","1978","3051"
"6854","40065","10980","0","1759","1128","1218","4314","14831","2237","3602"
"6855","40065","10297","0","1752","1216","1240","4513","15098","2142","3807"
"6856","40064","10333","0","1921","1374","1329","4983","14371","1993","3761"
"6857","40063","9967","0","1913","1617","1309","5161","14148","2008","3940"
"6858","40062","13030","0","1645","1364","1119","4411","12967","1960","3566"
"6859","40059","21975","0","779","664","595","2376","9295","1840","2538"
"6860","40059","24155","0","680","573","505","2057","8221","1618","2250"
"6861","40056","37245","0","135","114","100","417","1555","98","395"
"6862","40054","38741","0","0","0","0","0","1052","0","263"
"6863","40054","38739","0","0","0","0","0","1052","0","263"
"6864","40051","38927","0","0","0","0","0","903","0","224"
"6865","40048","40051","0","0","0","0","0","0","0","0"
"6866","40048","40048","0","0","0","0","0","0","0","0"
"6867","40046","40046","0","0","0","0","0","0","0","0"
"6868","40045","40046","0","0","0","0","0","0","0","0"
"6869","40040","40045","0","0","0","0","0","0","0","0"
"6870","40039","36260","0","322","973","156","582","1397","0","350"
"6871","40036","26517","0","1161","3480","486","2056","5062","0","1274"
"6872","40034","18993","0","1871","5083","770","3203","8050","0","2066"
"6873","40034","11693","0","2442","6582","1051","4379","10996","0","2891"
"6874","40032","8527","0","2568","7424","1177","4953","11967","0","3416"
"6875","40030","9507","0","2314","7110","1102","4672","11864","0","3461"
"6876","40030","10538","0","2041","6637","1028","4323","12073","0","3390"
"6877","40028","13112","0","1569","6372","983","4198","11034","0","2762"
"6878","40026","11780","0","1449","6012","898","3970","12762","0","3155"
"6879","40025","10785","0","1417","6145","899","3950","13445","0","3384"
"6880","40025","10509","0","1508","7074","984","4471","12099","0","3380"
"6881","40022","10224","0","1439","7179","946","4382","12327","0","3525"
"6882","40019","18022","0","910","4711","644","2941","9980","0","2814"
"6883","40018","22922","0","586","3248","441","2108","8350","0","2364"
"6884","40015","29029","0","380","2167","303","1388","5283","0","1468"
"6885","40015","37751","0","49","368","47","227","1247","0","326"
"6886","40012","38860","0","0","0","0","0","914","0","241"
"6887","40011","38856","0","0","0","0","0","914","0","241"
"6888","40010","38890","0","0","0","0","0","888","0","233"
"6889","40006","40010","0","0","0","0","0","0","0","0"
"6890","40004","40004","0","0","0","0","0","0","0","0"
"6891","40002","40004","0","0","0","0","0","0","0","0"
"6892","40002","40002","0","0","0","0","0","0","0","0"
"6893","40000","40000","0","0","0","0","0","0","0","0"
"6894","39994","30730","0","638","511","774","1498","2141","3320","388"
"6895","39992","25989","0","1003","762","1185","2264","3233","4938","620"
"6896","39990","15070","0","1714","1109","1948","3798","5921","9243","1187"
"6897","39989","10949","2647","1771","1006","1975","3820","6041","10528","1253"
"6898","39989","7048","7447","1526","714","1766","3196","5348","11747","1197"
"6899","39984","7960","9085","1269","531","1492","2635","4527","11436","1054"
"6900","39982","11749","8151","823","320","1050","1899","3073","12221","698"
"6901","39982","12215","8010","759","302","1001","1865","2893","12289","648"
"6902","39981","10901","9328","742","311","952","1804","3253","11970","721"
"6903","39977","7550","13577","710","357","918","1764","3412","10872","817"
"6904","39974","7026","14386","730","387","935","1828","3242","10651","792"
"6905","39974","7496","14385","772","513","968","1876","3206","9879","879"
"6906","39972","15332","8484","679","442","871","1802","3159","8387","816"
"6907","39969","26574","0","512","369","760","1591","3057","6386","720"
"6908","39967","35364","0","217","152","300","642","1074","1959","259"
"6909","39963","39428","0","1","1","2","2","427","9","93"
"6910","39961","39443","0","0","0","0","0","425","0","93"
"6911","39958","39440","0","0","0","0","0","425","0","93"
"6912","39957","39758","0","0","0","0","0","175","0","24"
"6913","39956","39957","0","0","0","0","0","0","0","0"
"6914","39956","39956","0","0","0","0","0","0","0","0"
"6915","39955","39955","0","0","0","0","0","0","0","0"
"6916","39953","39953","0","0","0","0","0","0","0","0"
"6917","39951","39951","0","0","0","0","0","0","0","0"
"6918","39951","37869","0","185","110","153","334","475","761","64"
"6919","39950","26422","0","1151","681","1030","2233","3076","4758","599"
"6920","39948","18491","0","1683","943","1530","3413","5066","7829","995"
"6921","39944","8367","4414","1923","939","1717","3881","6172","11246","1289"
"6922","39944","6161","5999","1899","892","1750","3787","6183","11932","1341"
"6923","39944","7786","9284","1286","533","1199","2490","4700","11530","1136"
"6924","39944","10415","8528","975","416","957","2091","3625","12069","868"
"6925","39942","12363","7904","790","338","816","1882","2909","12299","641"
"6926","39939","8929","11694","699","288","758","1688","3747","11320","819"
"6927","39938","7792","13222","734","312","756","1720","3600","10955","848"
"6928","39938","6863","14566","785","340","790","1808","3321","10670","795"
"6929","39935","7305","14564","797","541","778","1885","3296","9883","886"
"6930","39932","14681","8931","695","512","738","1736","3252","8557","833"
"6931","39931","26598","0","582","420","641","1508","3115","6289","779"
"6932","39929","34970","0","252","175","277","638","1145","2177","295"
"6933","39926","37124","0","150","102","155","381","741","1093","183"
"6934","39924","39376","0","0","0","0","0","434","0","114"
"6935","39924","39376","0","0","0","0","0","434","0","114"
"6936","39922","39921","0","0","0","0","0","1","0","0"
"6937","39918","39922","0","0","0","0","0","0","0","0"
"6938","39916","39918","0","0","0","0","0","0","0","0"
"6939","39916","39916","0","0","0","0","0","0","0","0"
"6940","39916","39916","0","0","0","0","0","0","0","0"
"6941","39916","39916","0","0","0","0","0","0","0","0"
"6942","39915","35149","0","465","266","277","730","1094","1727","208"
"6943","39911","27122","0","1184","686","814","1981","3023","4538","567"
"6944","39911","19176","0","1851","1037","1314","3176","4965","7452","940"
"6945","39909","8643","4232","2077","950","1535","3863","6239","11112","1258"
"6946","39907","7457","8473","1594","642","1150","3046","4935","11487","1123"
"6947","39906","7777","9185","1407","581","1005","2821","4600","11453","1078"
"6948","39905","10138","8653","1045","461","770","2174","3768","11997","899"
"6949","39904","12052","8090","854","377","659","1855","2945","12383","689"
"6950","39902","10501","9842","822","351","615","1769","3347","11903","754"
"6951","39901","7839","13186","754","347","575","1708","3679","11010","803"
"6952","39900","7461","14632","889","467","621","2040","3209","9818","763"
"6953","39898","7442","14631","831","530","629","1931","3337","9742","825"
"6954","39897","18691","5946","685","470","603","1675","3329","7711","788"
"6955","39896","26358","0","598","445","579","1593","3256","6313","755"
"6956","39896","32199","0","338","259","363","948","1898","3460","431"
"6957","39895","39221","0","4","8","10","16","467","60","109"
"6958","39893","39341","0","0","0","0","0","451","0","103"
"6959","39893","39339","0","0","0","0","0","451","0","103"
"6960","39892","39884","0","0","0","0","0","7","0","1"
"6961","39890","39890","0","0","0","0","0","0","0","0"
"6962","39886","39886","0","0","0","0","0","0","0","0"
"6963","39882","39882","0","0","0","0","0","0","0","0"
"6964","39881","39881","0","0","0","0","0","0","0","0"
"6965","39880","39880","0","0","0","0","0","0","0","0"
"6966","39878","37762","0","187","102","108","345","504","769","103"
"6967","39877","23649","0","1506","852","872","2689","3867","5702","740"
"6968","39876","19931","0","1819","967","1046","3205","4841","7182","885"
"6969","39876","7163","5219","2220","978","1306","3899","6296","11476","1319"
"6970","39876","7219","7882","1822","712","1069","3225","5262","11490","1195"
"6971","39876","7587","9490","1413","539","818","2602","4733","11537","1157"
"6972","39876","8389","9251","1298","515","747","2440","4439","11726","1071"
"6973","39874","12380","7982","851","380","512","1887","2887","12300","695"
"6974","39872","11325","9100","810","382","506","1821","3173","12004","753"
"6975","39870","7487","13789","772","357","496","1784","3547","10815","823"
"6976","39870","7284","14642","847","450","554","1909","3326","10078","780"
"6977","39868","7314","14642","853","563","556","1920","3402","9775","843"
"6978","39862","20466","4456","704","461","482","1748","3273","7480","792"
"6979","39860","26505","0","609","397","473","1561","3204","6355","756"
"6980","39858","35249","0","242","172","208","660","1130","1962","237"
"6981","39856","37937","0","89","61","85","235","647","664","140"
"6982","39854","39300","0","0","0","0","0","446","0","108"
"6983","39853","39300","0","0","0","0","0","446","0","108"
"6984","39851","39607","0","0","0","0","0","196","0","48"
"6985","39851","39851","0","0","0","0","0","0","0","0"
"6986","39846","39851","0","0","0","0","0","0","0","0"
"6987","39843","39843","0","0","0","0","0","0","0","0"
"6988","39841","39843","0","0","0","0","0","0","0","0"
"6989","39841","39841","0","0","0","0","0","0","0","0"
"6990","39841","33433","0","632","371","275","1015","1570","2259","286"
"6991","39838","26674","0","1286","746","588","2155","3201","4619","572"
"6992","39837","21366","0","1746","930","832","3016","4533","6539","875"
"6993","39835","14696","206","2168","1070","1122","3954","6187","9223","1211"
"6994","39835","6085","6003","2251","923","1067","3946","6396","11807","1357"
"6995","39832","7704","9070","1588","593","714","2892","4810","11279","1185"
"6996","39830","7454","9390","1369","555","660","2616","4989","11583","1216"
"6997","39829","12161","8215","839","432","444","1843","3010","12186","699"
"6998","39827","9269","11420","777","379","410","1698","3683","11344","847"
"6999","39826","7446","13731","809","411","413","1791","3547","10820","858"
"7000","39823","6786","14680","840","424","393","1859","3376","10637","831"
"7001","39821","7584","14679","898","569","450","1992","3177","9604","870"
"7002","39821","25314","767","695","449","387","1690","3248","6516","755"
"7003","39818","26371","0","669","442","386","1650","3249","6317","737"
"7004","39817","33996","0","311","227","181","794","1401","2609","299"
"7005","39817","36723","0","172","133","93","459","806","1266","165"
"7006","39817","39297","0","0","0","0","0","436","0","84"
"7007","39816","39296","0","0","0","0","0","436","0","84"
"7008","39815","39483","0","0","0","0","0","274","0","58"
"7009","39814","39815","0","0","0","0","0","0","0","0"
"7010","39810","39814","0","0","0","0","0","0","0","0"
"7011","39809","39809","0","0","0","0","0","0","0","0"
"7012","39805","39805","0","0","0","0","0","0","0","0"
"7013","39802","39805","0","0","0","0","0","0","0","0"
"7014","39800","37909","0","238","99","79","333","796","150","198"
"7015","39798","26526","0","1625","732","654","2378","5635","852","1398"
"7016","39798","19145","0","2490","995","1013","3672","8914","1377","2192"
"7017","39795","13578","0","3060","1165","1269","4607","11457","1774","2885"
"7018","39793","8573","0","3246","1441","1637","5560","13347","2183","3806"
"7019","39791","8994","0","3038","1406","1551","5343","13436","2160","3865"
"7020","39789","9207","0","2787","1349","1443","4955","13882","2201","3967"
"7021","39787","12901","0","1992","1262","1360","4785","12438","1946","3105"
"7022","39787","11368","0","1832","1234","1279","4391","14090","2131","3462"
"7023","39784","10274","0","1709","1224","1212","4281","15144","2177","3766"
"7024","39783","10217","0","1956","1604","1387","5301","13762","1906","3650"
"7025","39780","10058","0","1938","1673","1404","5388","13695","1920","3707"
"7026","39779","10932","0","1693","1447","1213","4786","13949","2006","3754"
"7027","39778","21803","0","791","642","580","2387","9313","1768","2495"
"7028","39777","24464","0","672","525","490","2036","7963","1471","2157"
"7029","39774","38358","0","15","7","10","46","1066","9","263"
"7030","39773","38518","0","0","0","0","0","1001","0","254"
"7031","39769","38518","0","0","0","0","0","1001","0","254"
"7032","39767","39755","0","0","0","0","0","11","0","1"
"7033","39767","39767","0","0","0","0","0","0","0","0"
"7034","39764","39764","0","0","0","0","0","0","0","0"
"7035","39764","39764","0","0","0","0","0","0","0","0"
"7036","39764","39764","0","0","0","0","0","0","0","0"
"7037","39763","39764","0","0","0","0","0","0","0","0"
"7038","39761","39050","0","61","168","21","107","298","0","58"
